-10.0,0.0
-9.9,0.0
-9.8,0.0
-9.7,0.0
-9.6,0.0
-9.5,0.0
-9.4,0.0
-9.3,0.0
-9.2,0.0
-9.1,0.0
-9.0,0.0
-8.9,0.0
-8.8,0.0
-8.7,0.0
-8.6,0.0
-8.5,0.0
-8.4,0.0
-8.3,2.737e-320
-8.2,5.4418336518e-313
-8.1,8.85807934948628e-306
-8.0,1.1805244175397823e-298
-7.9,1.2881056521410554e-291
-7.8,1.1507185155024952e-284
-7.7,8.416428144101376e-278
-7.6,5.039966414743151e-271
-7.5,2.4709762347668768e-264
-7.4,9.918605068145812e-258
-7.3,3.2596707203881356e-251
-7.2,8.770774967695286e-245
-7.1,1.9321609875738756e-238
-7.0,3.4848954480292654e-232
-6.9,5.1460890950848525e-226
-6.8,6.221655389605646e-220
-6.7,6.158510800338939e-214
-6.6,4.990988463895195e-208
-6.5,3.3116049899139596e-202
-6.4,1.799001784767256e-196
-6.3,8.001395980561749e-191
-6.2,2.9136745250501718e-185
-6.1,8.686751813319672e-180
-6.0,2.1203858332719866e-174
-5.9,4.2375367529076353e-169
-5.8,6.933510307906243e-164
-5.7,9.288251294578646e-159
-5.6,1.0187223904831271e-153
-5.5,9.147846110377418e-149
-5.4,6.725474837316234e-144
-5.3,4.048257767683872e-139
-5.2,1.9950531362839668e-134
-5.1,8.04974049834689e-130
-5.0,2.659196293004055e-125
-4.9,7.192171203617546e-121
-4.8,1.5926147758058254e-116
-4.7,2.8873708528190536e-112
-4.6,4.28583551275358e-108
-4.5,5.2084624053818354e-104
-4.4,5.182325317025213e-100
-4.3,4.221637257053588e-96
-4.2,2.8156473464655493e-92
-4.1,1.5375056082579552e-88
-4.0,6.873790022238151e-85
-3.9,2.5160363877232245e-81
-3.8,7.540127292874363e-78
-3.7,1.850041801399588e-74
-3.6,3.716426161168852e-71
-3.5,6.112383284776211e-68
-3.4,8.230699648649812e-65
-3.3,9.07410983943157e-62
-3.2,8.190537700279729e-59
-3.1,6.052877700545367e-56
-3.0,3.662287949417795e-53
-2.9,1.8141958974764984e-50
-2.8,7.357952446327354e-48
-2.7,2.4432667034103766e-45
-2.6,6.642413077267446e-43
-2.5,1.4785022404739797e-40
-2.4,2.694382180821724e-38
-2.3,4.020106068912287e-36
-2.2,4.910852949575156e-34
-2.1,4.911537353853666e-32
-2.0,4.021787097414154e-30
-1.9,2.6962602260173347e-28
-1.8,1.4799452107810458e-26
-1.7,6.650749242026122e-25
-1.6,2.447014896860832e-23
-1.5,7.371294396155663e-22
-1.4,1.8179921487878253e-20
-1.3,3.67097438230781e-19
-1.2,6.068925522825799e-18
-1.1,8.214542211331923e-17
-1.0,9.103240717557646e-16
-0.9,8.259424581762996e-15
-0.8,6.135425125231165e-14
-0.7,3.731475828114592e-13
-0.6,1.858051334146776e-12
-0.5,7.57488227986485e-12
-0.4,2.5283382268695947e-11
-0.3,6.909323984726637e-11
-0.2,1.5458845186265854e-10
-0.1,2.8317808587090853e-10
0.0,4.2470105455172977e-10
0.1,5.214925884253624e-10
0.2,5.242688389826825e-10
0.3,4.315201237591904e-10
0.4,2.9079649369174786e-10
0.5,1.60442116084312e-10
0.6,7.247507951994043e-11
0.7,2.6804031731724155e-11
0.8,8.11619830820167e-12
0.9,2.01208479872873e-12
1.0,4.083955617237592e-13
1.1,6.786671856367525e-14
1.2,9.233658150302264e-15
1.3,1.0285652238499342e-15
1.4,9.380607932727162e-17
1.5,7.004404794013534e-18
1.6,4.2820584591693316e-19
1.7,2.1432609493292344e-20
1.8,8.782913666239631e-22
1.9,2.946749917648255e-23
2.0,8.09448178259896e-25
2.1,1.8204381302818465e-26
2.2,3.351999156472213e-28
2.3,5.053275560690206e-30
2.4,6.237106586778985e-32
2.5,6.302813460600604e-34
2.6,5.2146701837589706e-36
2.7,3.5323224434874295e-38
2.8,1.9590022716224992e-40
2.9,8.895096051838431e-43
3.0,3.30679633937436e-45
3.1,1.0064804833768e-47
3.2,2.5080972457671547e-50
3.3,5.117106881677822e-53
3.4,8.547629885061474e-56
3.5,1.1689825627805077e-58
3.6,1.3089150486808927e-61
3.7,1.199930223319076e-64
3.8,9.006200835201069e-68
3.9,5.5343722367992244e-71
4.0,2.7844293848190074e-74
4.1,1.1469517655442837e-77
4.2,3.868077828351716e-81
4.3,1.0680371444655497e-84
4.4,2.414452210228272e-88
4.5,4.4688108637581906e-92
4.6,6.771836098424917e-96
4.7,8.401600093778808e-100
4.8,8.534118659393598e-104
