-5.0,2.7479865923735686e-20
-4.99,3.268451846051103e-20
-4.98,3.886182920845525e-20
-4.97,4.619107323643669e-20
-4.96,5.488409833302608e-20
-4.95,6.519115579674678e-20
-4.94,7.74077589673319e-20
-4.93,9.188274775320695e-20
-4.92,1.090277678117706e-19
-4.91,1.2932840853498962e-19
-4.9,1.5335728542117986e-19
-4.89,1.81789400748007e-19
-4.88,2.1542017283156573e-19
-4.87,2.5518658987280406e-19
-4.86,3.021920209765482e-19
-4.85,3.577353061433156e-19
-4.84,4.2334485092348956e-19
-4.83,5.008185723561453e-19
-4.82,5.922706835318287e-19
-4.81,7.001864677965097e-19
-4.8,8.27486383925419e-19
-4.79,9.776010647909093e-19
-4.78,1.1545590290425178e-18
-4.77,1.3630892237892726e-18
-4.76,1.6087408627870812e-18
-4.75,1.8980234267682394e-18
-4.74,2.238570159051928e-18
-4.73,2.6393289305483955e-18
-4.72,3.1107849753554858e-18
-4.71,3.665220724782011e-18
-4.7,4.317018809298051e-18
-4.69,5.08301527243727e-18
-4.68,5.982911168619836e-18
-4.67,7.039752021854304e-18
-4.66,8.280486131550786e-18
-4.65,9.736614456525104e-18
-4.64,1.144494682469996e-17
-4.63,1.3448481545395404e-17
-4.62,1.579742819097336e-17
-4.61,1.8550396419560632e-17
-4.6,2.1775777293315077e-17
-4.59,2.5553347679098606e-17
-4.58,2.9976133083055756e-17
-4.57,3.5152569761967146e-17
-4.56,4.120901328088192e-17
-4.55,4.829264797257166e-17
-4.54,5.65748601420798e-17
-4.53,6.62551475119303e-17
-4.52,7.756564850671419e-17
-4.51,9.077638774297346e-17
-4.5,1.0620134876529527e-16
-4.49,1.24205501930656e-16
-4.48,1.4521293470883959e-16
-4.47,1.697162539001458e-16
-4.46,1.982874547878199e-16
-4.45,2.3159048151450604e-16
-4.44,2.7039573653963964e-16
-4.43,3.1559683551339853e-16
-4.42,3.682299479936432e-16
-4.41,4.294961149345693e-16
-4.4,5.007869916987832e-16
-4.39,5.837145315236291e-16
-4.38,6.8014520008635295e-16
-4.37,7.922393983997195e-16
-4.36,9.224968702537573e-16
-4.35,1.0738089835309015e-15
-4.34,1.2495189039250033e-15
-4.33,1.4534908271240797e-15
-4.32,1.6901896039004808e-15
-4.31,1.9647722846685283e-15
-4.3,2.2831933291714828e-15
-4.29,2.6523254767436195e-15
-4.28,3.0800985572398585e-15
-4.27,3.575658846974779e-15
-4.26,4.149551943228171e-15
-4.25,4.813932551124135e-15
-4.24,5.582805054839802e-15
-4.23,6.472299288912641e-15
